"","ObjectID","Loc_name","Shape","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ARC_Address","ARC_Address2","ARC_Address3","ARC_Neighborhood","ARC_City","ARC_Subregion","ARC_Region","ARC_Postal","ARC_PostalExt","ARC_CountryCode","ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ARCHSTONE","RMPROPID","PROPNAME","ENTTYPE","PROPTYPE","REGION_1","MARKETID","MARKET","SUBMARKETID","SUBMARKET","SVPID","SVP","SVP2","SVP_EMAIL","VPPMID","VPPM_EMPLID","VPPM","VPPM2","VPPM_EMAIL","RMMNGRID","RM_EMPLID","RM","RM2","RM_EMAIL","IO","SIO","FACSM","FINSM","REVMGR","ACQUISITION_DATE","ADDRESS","CITY_1","STATE","ZIP","YOC","CONSTTYPE","STATUS_1","STATUSID","CONSOLIDATION","CONSOLIDATIONID","UNITS","SQFT","STUDIO","ONEBR","TWOBR","THREEBR","OTHER","OCCINCL","DASHINCL","HOTLIST","WATCHLIST","REHABLIST","LEASUPLIST","DISPOLIST","INACTIVE","LRO","COMLINK","COMPLIANTEMAIL","ASNPROPID","MASTERENTITYID","LSHLDTHRESHOLD","MRTHRESHOLD","BISTATUS","BISTATUS_DESC","BIASSETTYPE","BIASSETTYPE_DESC","PHONE_1","YEARBUILT","CONSTRUCTIONDATE","DISPOSED","LATITUDE","LONGITUDE","OccUnits","NonRevUnits","AffordableUnits","AdultResidents","CITY","Walkscore","TransitScore"
"253",253,"World","E6100000010CE439D8518B2952C0F8137EDED1D64440","M",99.75,"A","41 Marshall Rd, Rocky Hill, Connecticut, 06067","41 Marshall Rd, Rocky Hill, CT, 06067, USA","41 Marshall Rd","PointAddress","","","41 Marshall Rd, Rocky Hill, Connecticut, 06067",NA,NA,20,NA,41,NA,NA,"","L","",NA,"Marshall","Rd","",NA,NA,NA,NA,NA,NA,NA,"41 Marshall Rd",NA,NA,"",NA,"Rocky Hill","","Hartford","Connecticut","CT",NA,"",6067,NA,"USA","ENG",0,-72.6491284,41.6782797,-72.6491025,41.678217,-72.6501025,-72.6481025,41.677217,41.679217,"41-A MARSHALL RD.",NA,NA,NA,"ROCKY HILL",NA,"CT",6067,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19077,"ZZ Greenfield Village HOA     ","SLD","Condo","Northeast",3287,"New England (excl Boston)",4995,"Central Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-02,"41-A MARSHALL RD.","ROCKY HILL","CT",6067,NA,"Other","Disposition","DSP     ","Fee",7,81,61075,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19077,NA,NA,"DSP       ","Disposition                             ","RNC       ","Residential Non Consolidated            ","8607217030     ",NA,NA,2016-12-20,NA,NA,NA,NA,NA,NA,"Rocky Hill",33,NA
"254",254,"World","E6100000010CE4229F06152A52C0D00C5FEFD6EF4440","M",88.75,"A","Phaeton St, Windsor, Connecticut, 06095","Phaeton St, Windsor, CT, 06095, USA","Phaeton St","StreetName","","","Phaeton St, Windsor, Connecticut, 06095",NA,NA,20,NA,NA,NA,NA,"","","",NA,"Phaeton","St","",NA,NA,NA,NA,NA,NA,NA,"Phaeton St",NA,NA,"",NA,"Windsor","","Hartford","Connecticut","CT",NA,"",6095,NA,"USA","ENG",0,-72.65753332,41.8737468,-72.65753332,41.8737468,-72.65853332,-72.65653332,41.8727468,41.8747468,"ONE PHAETON ST.- CLBHSE",NA,NA,NA,"WINDSOR",NA,"CT",6095,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19078,"ZZ Rivers Bend HOA            ","SLD","Condo","Northeast",3287,"New England (excl Boston)",4995,"Central Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-02,"ONE PHAETON ST.- CLBHSE","WINDSOR","CT",6095,NA,"Other","Disposition","DSP     ","Fee",7,60,56896,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19078,NA,NA,"DSP       ","Disposition                             ","RNC       ","Residential Non Consolidated            ","8606884949     ",NA,NA,2016-12-14,NA,NA,NA,NA,NA,NA,"Windsor",31,NA
"255",255,"World","E6100000010CC4892B3E908252C03876BD92365B4440","M",100,"A","131 Dudley St, Jersey City, New Jersey, 07302","131 Dudley St, Jersey City, NJ, 07302, USA","131 Dudley St","StreetAddress","","","131 Dudley St, Jersey City, New Jersey, 07302",NA,NA,20,NA,131,131,173,"131-173","L","",NA,"Dudley","St","",NA,NA,NA,NA,NA,NA,NA,"131 Dudley St",NA,NA,"The Waterfront",NA,"Jersey City","New York City Metro","Hudson","New Jersey","NJ",NA,"",7302,NA,"USA","ENG",0,-74.04005388,40.71260294,-74.04005388,40.71260294,-74.04105388,-74.03905388,40.71160294,40.71360294,"131 Dudley Street",NA,NA,NA,"Jersey City",NA,"NJ",7302,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19079,"Hudson Point                  ","NE ","Residential","Northeast",3301,"New York - Manhattan",4856,"Hudson Waterfront",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","TBOND     ",66514,"Tatiana Bond                  ","Tatiana Bond VP","tbond@eqr.com                           ","MD2   ",63315,"Mike Davies                   ","Mike Davies RM","mdavies@eqr.com                         ","Jim von Albade IO","Alec Brackenridge SIO","Esau Ali","Charlotte Cooke","John Curto",2004-03-31,"131 Dudley Street","Jersey City","NJ",7302,"2003","High-Rise","Core SS","CSS     ","REIT - Res",1,182,181132,0,1,2,3,0,"Y","Y","N","WATCH LIST NO","REHAB YES","LEASEUP NO","N","N","Y","Y","Y",NA,19079,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","2013322233     ",2003,"2003",NA,40.7126881,-74.03992679,NA,0,NA,321,"Jersey City",88,80
"256",256,"World","E6100000010CD0863D99118252C098CD36E61E5C4440","M",100,"A","1 Harborside Pl, Jersey City, New Jersey, 07311","1 Harborside Pl, Jersey City, NJ, 07311, USA","1 Harborside Pl","StreetAddress","","","1 Harborside Pl, Jersey City, New Jersey, 07311",NA,NA,20,NA,1,1,1,"1-1","L","",NA,"Harborside","Pl","",NA,NA,NA,NA,NA,NA,NA,"1 Harborside Pl",NA,NA,"Exchange Place North",NA,"Jersey City","New York City Metro","Hudson","New Jersey","NJ",NA,"",7311,NA,"USA","ENG",0,-74.03232413,40.71969297,-74.03232413,40.71969297,-74.03332413,-74.03132413,40.71869297,40.72069297,"1 Harborside Place",NA,NA,NA,"Jersey City",NA,"NJ",7311,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19080,"The Pier                      ","NE ","Residential","Northeast",3301,"New York - Manhattan",4856,"Hudson Waterfront",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","TBOND     ",66514,"Tatiana Bond                  ","Tatiana Bond VP","tbond@eqr.com                           ","MD2   ",63315,"Mike Davies                   ","Mike Davies RM","mdavies@eqr.com                         ","Jim von Albade IO","Alec Brackenridge SIO","Esau Ali","Charlotte Cooke","John Curto",2004-03-31,"1 Harborside Place","Jersey City","NJ",7311,"2003","Mid-Rise","Core SS","CSS     ","REIT - Res",1,297,301119,0,1,2,3,0,"Y","Y","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N","N","Y","Y","Y",NA,19080,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","2019150905     ",2003,"2003",NA,40.71932286,-74.03132915,NA,0,NA,486,"Jersey City",80,83
"257",257,"World","E6100000010CFC558C62757652C0B817F6F327884440","M",100,"A","1202 Crescent Dr, Tarrytown, New York, 10591","1202 Crescent Dr, Tarrytown, NY, 10591, USA","1202 Crescent Dr","StreetAddress","","","1202 Crescent Dr, Tarrytown, New York, 10591",NA,NA,20,NA,1202,1240,1100,"1100-1240","L","",NA,"Crescent","Dr","",NA,NA,NA,NA,NA,NA,NA,"1202 Crescent Dr",NA,NA,"",NA,"Tarrytown","New York City Metro","Westchester","New York","NY",NA,"",10591,NA,"USA","ENG",0,-73.85091461,41.06371927,-73.85091461,41.06371927,-73.85191461,-73.84991461,41.06271927,41.06471927,"1202 Crescent Drive",NA,NA,NA,"Tarrytown",NA,"NY",10591,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19081,"Talleyrand                    ","NYM","Residential","Northeast",3301,"New York - Manhattan",5110,"NY-Suburbs",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","TBOND     ",66514,"Tatiana Bond                  ","Tatiana Bond VP","tbond@eqr.com                           ","MB1   ",65117,"Matthew Berman                ","Matthew Berman RM","mberman@eqr.com                         ","Jim von Albade IO","Alec Brackenridge SIO","Brian O'Donnell","Charlotte Cooke","John Curto",2001-11-13,"1202 Crescent Drive","Tarrytown","NY",10591,"1997-1998","Garden","Core SS","CSS     ","REIT - Res",1,300,255590,0,1,2,3,0,"Y","Y","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N","N","Y","Y","Y",NA,19081,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","9143330123     ",1998,"1997-1998",NA,41.06387,-73.8497,NA,1,70,467,"Tarrytown",46,NA
"258",258,"World","E6100000010C602BF34C2B8052C03887224C6D644440","M",96.19,"A","Avenue at Port Imperial, West New York, New Jersey, 07093","Avenue at Port Imperial, West New York, NJ, 07093, USA","Avenue at Port Imperial","StreetName","","","Avenue at Port Imperial, West New York, New Jersey, 07093",NA,NA,20,NA,NA,NA,NA,"","","",NA,"Avenue at Port Imperial","","",NA,NA,NA,NA,NA,NA,NA,"Avenue at Port Imperial",NA,NA,"",NA,"West New York","New York City Metro","Hudson","New Jersey","NJ",NA,"",7093,NA,"USA","ENG",0,-74.00264286,40.78458549,-74.00264286,40.78458549,-74.00364286,-74.00164286,40.78358549,40.78558549,"Four Avenue At Port Imperial",NA,NA,NA,"West New York",NA,"NJ",7093,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19082,"The Landings at Port Imperial ","NE ","Residential","Northeast",3301,"New York - Manhattan",4856,"Hudson Waterfront",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","TBOND     ",66514,"Tatiana Bond                  ","Tatiana Bond VP","tbond@eqr.com                           ","MD2   ",63315,"Mike Davies                   ","Mike Davies RM","mdavies@eqr.com                         ","Jim von Albade IO","Alec Brackenridge SIO","Esau Ali","Charlotte Cooke","John Curto",2000-12-08,"Four Avenue At Port Imperial","West New York","NJ",7093,"1999","Garden","Core SS","CSS     ","REIT - Res",1,276,267313,0,1,2,3,0,"Y","Y","N","WATCH LIST NO","REHAB YES","LEASEUP NO","N","N","Y","Y","Y",NA,19082,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","2018639100     ",1999,"1999",NA,40.78530325,-74.00206705,NA,0,NA,448,"West New York",70,69
"259",259,"World","E6100000010C9099BE16F5C151C0680892A7871D4540","M",100,"A","790 Willard St, Quincy, Massachusetts, 02169","790 Willard St, Quincy, MA, 02169, USA","790 Willard St","StreetAddress","","","790 Willard St, Quincy, Massachusetts, 02169",NA,NA,20,NA,790,810,744,"744-810","R","",NA,"Willard","St","",NA,NA,NA,NA,NA,NA,NA,"790 Willard St",NA,NA,"",NA,"Quincy","Boston Metro Area","Norfolk","Massachusetts","MA",NA,"",2169,NA,"USA","ENG",0,-71.03058404,42.23070235,-71.03058404,42.23070235,-71.03158404,-71.02958404,42.22970235,42.23170235,"790 Willard St",NA,NA,NA,"Quincy",NA,"MA",2169,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19083,"Rosecliff                     ","NE ","Residential","Northeast",3286,"Boston",4834,"128 South",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","SDION     ",56749,"Shanna Dion                   ","Shanna Dion VP","sdion@eqr.com                           ","AN    ",57568,"Ashleigh Nelson               ","Ashleigh Nelson RM","anelson1@eqr.com                        ","Dan Egan IO","Alec Brackenridge SIO","Richard Cunningham",NA,"John Curto",1999-05-25,"790 Willard St","Quincy","MA",2169,"1998","Garden","Core SS","CSS     ","REIT - Res",1,156,144273,0,1,2,3,0,"Y","Y","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N","N","Y","Y","Y",NA,19083,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","6174726323     ",1990,"1998",NA,42.229554,-71.030012,NA,0,NA,253,"Quincy",54,25
"260",260,"World","E6100000010CBC98CFE7738252C098994D78305B4440","M",100,"A","155 Washington St, Jersey City, New Jersey, 07302","155 Washington St, Jersey City, NJ, 07302, USA","155 Washington St","StreetAddress","","","155 Washington St, Jersey City, New Jersey, 07302",NA,NA,20,NA,155,139,155,"139-155","L","",NA,"Washington","St","",NA,NA,NA,NA,NA,NA,NA,"155 Washington St",NA,NA,"The Waterfront",NA,"Jersey City","New York City Metro","Hudson","New Jersey","NJ",NA,"",7302,NA,"USA","ENG",0,-74.03832431,40.71241669,-74.03832431,40.71241669,-74.03932431,-74.03732431,40.71141669,40.71341669,"155 WASHINGTON STREET",NA,NA,NA,"JERSEY CITY",NA,"NJ",7302,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19084,"PORTSIDE TOWERS-COMM          ","RL ","Commercial","Northeast",3301,"New York - Manhattan",4856,"Hudson Waterfront",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jim von Albade IO","Alec Brackenridge SIO",NA,"Charlotte Cooke","John Curto",1998-06-11,"155 WASHINGTON STREET","JERSEY CITY","NJ",7302,"1992-1997","Retail","Retail SS","RSS     ","REIT - Ret",2,7,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N","N","N","N","N",NA,19084,NA,NA,"SS        ","Same Store                              ","RTC       ","Retail Consolidated                     ","(201) 369-1900 ",1992,"1992-1997",NA,NA,NA,NA,NA,NA,NA,"Jersey City",90,80
"261",261,"World","E6100000010C2879E1730CC251C0B8157A4BD9374540","M",100,"A","211 Kennedy Dr, Malden, Massachusetts, 02148","211 Kennedy Dr, Malden, MA, 02148, USA","211 Kennedy Dr","StreetAddress","","","211 Kennedy Dr, Malden, Massachusetts, 02148",NA,NA,20,NA,211,257,171,"171-257","L","",NA,"Kennedy","Dr","",NA,NA,NA,NA,NA,NA,NA,"211 Kennedy Dr",NA,NA,"",NA,"Malden","Boston Metro Area","Middlesex","Massachusetts","MA",NA,"",2148,NA,"USA","ENG",0,-71.03201005,42.43631881,-71.03201005,42.43631881,-71.03301005,-71.03101005,42.43531881,42.43731881,"211 KENNEDY DRIVE",NA,NA,NA,"MALDEN",NA,"MA",2148,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19085,"ZZ GRANADA HIGHLANDS          ","SLD","Residential","Northeast",3286,"Boston",5040,"Boston Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-10-28,"211 KENNEDY DRIVE","MALDEN","MA",2148,NA,"Garden","Disposition","DSP     ","REIT - Res",1,919,883400,89,1,2,3,0,"N","N","Y","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19085,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1972,NA,2007-07-26,NA,NA,NA,NA,NA,NA,"Malden",42,45
"262",262,"World","E6100000010C805D06C926C251C07096121CB31F4540","M",78.76,"A","230 Willard St, Quincy, Massachusetts, 02169","230 Willard St, Quincy, MA, 02169, USA","230 Willard St","PointAddress","","","230 Willard St, Quincy, Massachusetts, 02169",NA,NA,20,NA,230,NA,NA,"","R","",NA,"Willard","St","",NA,NA,NA,NA,NA,NA,NA,"230 Willard St",NA,NA,"",NA,"Quincy","Boston Metro Area","Norfolk","Massachusetts","MA",NA,"",2169,NA,"USA","ENG",0,-71.03361726,42.24765349,-71.032752,42.248043,-71.033752,-71.031752,42.247043,42.249043,"230 WILLARD STREET",NA,NA,NA,"QUINCY",NA,"MD",2169,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19086,"ZZ HALL PLACE                 ","SLD","Residential","Northeast",3286,"Boston",5040,"Boston Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brent Pender",1999-07-25,"230 WILLARD STREET","QUINCY","MA",2169,NA,"High-Rise","Disposition","DSP     ","REIT - Res",1,90,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,19086,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(617) 774-0450 ",NA,NA,2006-09-11,NA,NA,NA,NA,NA,NA,"Quincy",53,31
"263",263,"World","E6100000010CB87CDC986DC351C0C802B94099174540","M",98.04,"A","6 Francis Dr, Randolph, Massachusetts, 02368","6 Francis Dr, Randolph, MA, 02368, USA","6 Francis Dr","PointAddress","","","6 Francis Dr, Randolph, Massachusetts, 02368",NA,NA,20,NA,6,NA,NA,"","L","",NA,"Francis","Dr","",NA,NA,NA,NA,NA,NA,NA,"6 Francis Dr",NA,NA,"",NA,"Randolph","Boston Metro Area","Norfolk","Massachusetts","MA",NA,"",2368,NA,"USA","ENG",0,-71.05356428,42.1843644,-71.0539335,42.184539,-71.0549335,-71.0529335,42.183539,42.185539,"6 FRANCIS ROAD",NA,NA,NA,"RANDOLPH",NA,"MA",2368,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19087,"ZZ TYRONE GARDENS             ","SLD","Residential","Northeast",3286,"Boston",5040,"Boston Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-26,"6 FRANCIS ROAD","RANDOLPH","MA",2368,NA,"Garden","Disposition","DSP     ","REIT - Res",1,165,135040,0,1,2,3,1,"N","N","N","WATCH LIST YES","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19087,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(617) 963-5681 ",1967,NA,2007-06-19,NA,NA,NA,NA,NA,NA,"Randolph",44,NA
"264",264,"World","E6100000010C20474274CBC651C0984FD5F81D154540","M",100,"A","1 Arboretum Way, Canton, Massachusetts, 02021","1 Arboretum Way, Canton, MA, 02021, USA","1 Arboretum Way","StreetAddress","","","1 Arboretum Way, Canton, Massachusetts, 02021",NA,NA,20,NA,1,1,99,"1-99","R","",NA,"Arboretum","Way","",NA,NA,NA,NA,NA,NA,NA,"1 Arboretum Way",NA,NA,"",NA,"Canton","Boston Metro Area","Norfolk","Massachusetts","MA",NA,"",2021,NA,"USA","ENG",0,-71.10616785,42.16497717,-71.10616785,42.16497717,-71.10716785,-71.10516785,42.16397717,42.16597717,"1 ARBORETUM WAY",NA,NA,NA,"CANTON",NA,"MA",2021,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19088,"ZZ THE ARBORETUM (MA)         ","SLD","Residential","Northeast",3286,"Boston",4834,"128 South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-22,"1 ARBORETUM WAY","CANTON","MA",2021,"1989","Garden","Disposition","DSP     ","REIT - Res",1,156,140238,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB YES","LEASEUP NO","Y",NA,"N","N","N",NA,19088,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","7818284877     ",1989,"1989",2016-09-08,42.16501339,-71.10603344,NA,NA,NA,NA,"Canton",21,NA
"265",265,"World","E6100000010C803EFB0BE93F52C030CFEC55CCC84440","M",100,"A","35 Sharon Rd, Waterbury, Connecticut, 06705","35 Sharon Rd, Waterbury, CT, 06705, USA","35 Sharon Rd","StreetAddress","","","35 Sharon Rd, Waterbury, Connecticut, 06705",NA,NA,20,NA,35,1,53,"1-53","L","",NA,"Sharon","Rd","",NA,NA,NA,NA,NA,NA,NA,"35 Sharon Rd",NA,NA,"",NA,"Waterbury","","New Haven","Connecticut","CT",NA,"",6705,NA,"USA","ENG",0,-72.99859905,41.56873583,-72.99859905,41.56873583,-72.99959905,-72.99759905,41.56773583,41.56973583,"35 SHARON ROAD",NA,NA,NA,"WATERBURY",NA,"CT",6705,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19089,"ZZ RIVERS EDGE APARTMENTS     ","SLD","Residential","Northeast",3287,"New England (excl Boston)",5041,"New England (excl Boston) Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-26,"35 SHARON ROAD","WATERBURY","CT",6705,NA,"Garden","Disposition","DSP     ","REIT - Res",1,156,134898,12,1,2,3,0,"N","N","N","WATCH LIST YES","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19089,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(203) 755-0000 ",1969,NA,2008-12-18,NA,NA,NA,NA,NA,NA,"Waterbury",28,NA
"266",266,"World","E6100000010C7832FC302D2853C0F8E5048E008F4340","M",100,"A","602 Milldam Ct, Millersville, Maryland, 21108","602 Milldam Ct, Millersville, MD, 21108, USA","602 Milldam Ct","StreetAddress","","","602 Milldam Ct, Millersville, Maryland, 21108",NA,NA,20,NA,602,698,602,"602-698","L","",NA,"Milldam","Ct","",NA,NA,NA,NA,NA,NA,NA,"602 Milldam Ct",NA,NA,"South Gate",NA,"Millersville","Baltimore Metro Area","Anne Arundel","Maryland","MD",NA,"",21108,NA,"USA","ENG",0,-76.62775826,39.11720443,-76.62775826,39.11720443,-76.62875826,-76.62675826,39.11620443,39.11820443,"602 MILLDAM CT.",NA,NA,NA,"MILLERSVILLE",NA,"MD",21108,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19091,"ZZ Yorktowne @ Olde Mill      ","SLD","Residential","Northeast",3311,"Washington DC",5079,"DC-Maryland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-07-25,"602 MILLDAM CT.","MILLERSVILLE","MD",21108,NA,"Garden","Disposition","DSP     ","REIT - Res",1,216,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,19091,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2005-04-26,NA,NA,NA,NA,NA,NA,"Millersville",55,NA
"267",267,"World","E6100000010CBC98CFE7738252C098994D78305B4440","M",100,"A","155 Washington St, Jersey City, New Jersey, 07302","155 Washington St, Jersey City, NJ, 07302, USA","155 Washington St","StreetAddress","","","155 Washington St, Jersey City, New Jersey, 07302",NA,NA,20,NA,155,139,155,"139-155","L","",NA,"Washington","St","",NA,NA,NA,NA,NA,NA,NA,"155 Washington St",NA,NA,"The Waterfront",NA,"Jersey City","New York City Metro","Hudson","New Jersey","NJ",NA,"",7302,NA,"USA","ENG",0,-74.03832431,40.71241669,-74.03832431,40.71241669,-74.03932431,-74.03732431,40.71141669,40.71341669,"155 Washington Street",NA,NA,NA,"Jersey City",NA,"NJ",7302,NA,NA,"ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ASN NO",19094,"Portside Towers               ","NE ","Residential","Northeast",3301,"New York - Manhattan",4856,"Hudson Waterfront",49039,"Tom Lebling","Tom Lebling SVP","tlebling@eqr.com","TBOND     ",66514,"Tatiana Bond                  ","Tatiana Bond VP","tbond@eqr.com                           ","MD2   ",63315,"Mike Davies                   ","Mike Davies RM","mdavies@eqr.com                         ","Jim von Albade IO","Alec Brackenridge SIO","Esau Ali","Charlotte Cooke","John Curto",1998-06-11,"155 Washington Street","Jersey City","NJ",7302,"1992-1997","High-Rise","Core SS","CSS     ","REIT - Res",1,527,563255,48,1,2,3,0,"Y","Y","Y","WATCH LIST NO","REHAB NO","LEASEUP NO","N","N","Y","Y","Y",NA,19094,10,10,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ","2019380770     ",1992,"1992-1997",NA,40.71248319,-74.03827389,NA,0,NA,889,"Jersey City",90,80
"268",268,"World","E6100000010CEC3448AAB7A352C0880E5157072A4440","M",98.46,"A","17 Ravens Crest Dr, Plainsboro, New Jersey, 08536","17 Ravens Crest Dr, Plainsboro, NJ, 08536, USA","17 Ravens Crest Dr","StreetAddressExt","","","17 Ravens Crest Dr, Plainsboro, New Jersey, 08536",NA,NA,20,NA,17,999,100,"100-999","L","",NA,"Ravens Crest","Dr","",NA,NA,NA,NA,NA,NA,NA,"17 Ravens Crest Dr",NA,NA,"",NA,"Plainsboro","New York City Metro","Middlesex","New Jersey","NJ",NA,"",8536,NA,"USA","ENG",0,-74.55808503,40.32834903,-74.55808503,40.32834903,-74.55908503,-74.55708503,40.32734903,40.32934903,"32-17 RAVENS CREST DRIVE",NA,NA,NA,"PLAINSBORO",NA,"NJ",8536,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",19095,"ZZ RAVENS CREST               ","SLD","Residential","Northeast",3301,"New York - Manhattan",5051,"New York - Manhattan Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-08-01,"32-17 RAVENS CREST DRIVE","PLAINSBORO","NJ",8536,"1984","Garden","Disposition","DSP     ","REIT - Res",1,704,583176,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,19095,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,1984,"1984",2012-01-11,NA,NA,NA,NA,NA,NA,"Plainsboro",27,NA
